Routine begin.
(-0.363063, 2.870762, 3.676806, 179.488900)
(-0.362986, 2.870698, 3.676617, 179.500000)
(-0.363004, 2.870695, 3.676616, 179.511100)
(-0.362942, 2.870688, 3.676565, 179.522200)
(-0.362939, 2.870690, 3.676574, 179.533300)
(-0.362744, 2.870667, 3.676215, 179.544400)
(-0.363011, 2.870648, 3.676691, 179.555600)
(-0.362997, 2.870636, 3.676711, 179.566700)
(-0.362845, 2.870644, 3.676577, 179.577800)
(-0.362812, 2.870636, 3.676602, 179.588900)
(-0.362563, 2.870611, 3.676316, 179.600000)
(-0.362512, 2.870606, 3.676350, 179.611100)
(-0.362506, 2.870630, 3.676329, 179.622200)
(-0.362470, 2.870635, 3.676346, 179.633300)
(-0.362406, 2.870658, 3.676244, 179.644500)
(-0.362485, 2.870623, 3.676541, 179.655600)
(-0.362474, 2.870620, 3.676575, 179.666700)
(-0.362457, 2.870631, 3.676606, 179.677800)
(-0.362455, 2.870640, 3.676638, 179.688900)
(-0.362268, 2.870644, 3.676294, 179.700000)
(-0.362281, 2.870650, 3.676316, 179.711100)
(-0.362465, 2.870667, 3.676385, 179.722200)
(-0.362405, 2.870611, 3.676439, 179.733300)
(-0.362417, 2.870619, 3.676468, 179.744400)
(-0.362659, 2.870677, 3.676552, 179.755600)
(-0.362698, 2.870685, 3.676588, 179.766700)
(-0.362537, 2.870680, 3.676317, 179.777800)
(-0.362558, 2.870695, 3.676346, 179.788900)
(-0.362632, 2.870731, 3.676383, 179.800000)
(-0.362303, 2.870704, 3.675791, 179.811100)
(-0.362517, 2.870702, 3.676177, 179.822200)
(-0.362388, 2.870688, 3.675970, 179.833300)
(-0.362396, 2.870707, 3.676000, 179.844500)
(-0.362320, 2.870685, 3.675785, 179.855600)
(-0.362315, 2.870698, 3.675804, 179.866700)
(-0.362221, 2.870621, 3.675561, 179.877800)
(-0.362210, 2.870621, 3.675576, 179.888900)
(-0.361952, 2.870578, 3.675241, 179.900000)
(-0.361913, 2.870574, 3.675263, 179.911100)
(-0.361998, 2.870546, 3.675502, 179.922200)
(-0.362038, 2.870617, 3.675587, 179.933300)
(-0.362008, 2.870615, 3.675615, 179.944400)
(-0.361942, 2.870597, 3.675546, 179.955600)
(-0.361917, 2.870596, 3.675559, 179.966700)
(-0.361942, 2.870649, 3.675625, 179.977800)
(-0.361933, 2.870644, 3.675631, 179.988900)
(-0.361821, 2.870676, 3.675553, 180.000000)
(-0.361712, 2.870655, 3.675364, 180.011100)
(-0.361730, 2.870656, 3.675354, 180.022200)
(-0.361886, 2.870649, 3.675397, 180.033300)
(-0.361912, 2.870637, 3.675387, 180.044400)
(-0.361906, 2.870719, 3.675378, 180.055600)
(-0.362117, 2.870714, 3.675649, 180.066700)
