Stop Time
-0.013402,7.519775
Routine begin.
-0.352000,2.484098,3.685053,0.005493
-0.351931,2.484035,3.684878,0.016602
-0.351909,2.484243,3.685011,0.027710
-0.351933,2.484251,3.685029,0.038818
-0.351894,2.484056,3.684904,0.049927
-0.351943,2.484028,3.684938,0.061035
-0.351849,2.484122,3.684809,0.072144
-0.351865,2.484111,3.684805,0.083252
-0.351973,2.484048,3.685014,0.094360
-0.351847,2.484239,3.684926,0.105469
-0.351844,2.484251,3.684989,0.116577
-0.351683,2.484352,3.684789,0.127686
-0.351775,2.484356,3.684867,0.138794
-0.351937,2.484349,3.685014,0.149902
-0.352092,2.484340,3.685210,0.161011
-0.352030,2.484352,3.685172,0.172119
-0.351859,2.484198,3.684939,0.183228
-0.351887,2.484194,3.684953,0.194336
-0.351877,2.484223,3.684826,0.205444
-0.351896,2.484233,3.684835,0.216553
-0.351961,2.484237,3.684768,0.227661
-0.352012,2.484229,3.684783,0.238770
-0.351852,2.484156,3.684705,0.249878
-0.351833,2.484140,3.684693,0.260986
-0.351787,2.484187,3.684702,0.272095
-0.351772,2.484187,3.684672,0.283203
-0.351638,2.484158,3.684550,0.294312
-0.351516,2.484227,3.684459,0.305420
-0.351491,2.484232,3.684446,0.316528
-0.351535,2.484113,3.684182,0.327637
-0.351520,2.484102,3.684151,0.338745
-0.351589,2.484128,3.684371,0.349854
-0.351547,2.484072,3.684257,0.360962
-0.351548,2.484072,3.684399,0.372070
-0.351754,2.484138,3.684654,0.383179
-0.351774,2.484149,3.684683,0.394287
-0.351790,2.484176,3.684714,0.405518
-0.351814,2.484182,3.684745,0.416626
-0.351815,2.484083,3.684736,0.427734
-0.352078,2.483960,3.685107,0.438843
-0.352145,2.483932,3.685286,0.449951
-0.352171,2.483870,3.685369,0.461060
-0.352224,2.483847,3.685438,0.472168
-0.351892,2.483977,3.684828,0.483276
-0.351913,2.483960,3.684847,0.494385
-0.351827,2.484026,3.684743,0.505493
-0.351860,2.484012,3.684757,0.516602
-0.351758,2.483984,3.684650,0.527710
-0.351773,2.483972,3.684661,0.538818
-0.351727,2.484013,3.684568,0.549927
-0.351725,2.483926,3.684479,0.561035
-0.351692,2.483917,3.684474,0.572144
-0.351409,2.483890,3.684202,0.583252
-0.351381,2.483868,3.684183,0.594360
-0.351404,2.483874,3.684246,0.605469
-0.351339,2.483829,3.684067,0.616577
-0.351218,2.483829,3.683867,0.627686
-0.351307,2.483742,3.683973,0.638794
-0.351326,2.483750,3.683924,0.649902
-0.351342,2.483880,3.684116,0.661011
-0.351358,2.483929,3.684102,0.672119
-0.351569,2.483867,3.684485,0.683228
-0.351586,2.483870,3.684510,0.694336
-0.351552,2.483857,3.684503,0.705444
-0.351600,2.483808,3.684506,0.716553
-0.351610,2.483666,3.684455,0.727661
-0.351791,2.483917,3.684826,0.738770
-0.351562,2.483812,3.684490,0.749878
-0.351548,2.483918,3.684448,0.760986
-0.351612,2.483948,3.684430,0.772095
-0.351913,2.483791,3.684707,0.783203
-0.351810,2.483885,3.684582,0.794312
-0.351804,2.483794,3.684576,0.805420
-0.351777,2.483926,3.684598,0.816528
-0.351590,2.483835,3.684378,0.827637
-0.351596,2.483830,3.684352,0.838745
-0.351637,2.483903,3.684353,0.849854
-0.351693,2.483767,3.684307,0.860962
-0.351653,2.483719,3.684366,0.872070
-0.351659,2.483794,3.684439,0.883179
-0.351634,2.483853,3.684436,0.894287
-0.351795,2.483866,3.684625,0.905518
-0.351682,2.483920,3.684450,0.916626
-0.351682,2.483928,3.684460,0.927734
-0.351832,2.483889,3.684577,0.938843
-0.351825,2.483939,3.684725,0.949951
-0.351755,2.483742,3.684801,0.961060
-0.351694,2.483781,3.684688,0.972168
-0.351381,2.483815,3.684478,0.983276
-0.351395,2.483802,3.684456,0.994385
-0.351224,2.483899,3.684096,1.005493
-0.351335,2.483764,3.684107,1.016602
-0.351353,2.483769,3.684056,1.027710
-0.351398,2.483826,3.684042,1.038818
-0.351609,2.483876,3.684290,1.049927
-0.351475,2.483735,3.684250,1.061035
-0.351621,2.483783,3.684361,1.072144
-0.351476,2.483799,3.684243,1.083252
-0.351492,2.483783,3.684240,1.094360
-0.351448,2.483815,3.684192,1.105469
-0.351457,2.483730,3.684167,1.116577
-0.351572,2.483752,3.684284,1.127686
-0.351487,2.483795,3.684267,1.138794
-0.351488,2.483794,3.684286,1.149902
-0.351521,2.483823,3.684324,1.161011
-0.351547,2.483715,3.684323,1.172119
-0.351533,2.483682,3.684343,1.183228
-0.351530,2.483629,3.684372,1.194336
-0.351525,2.483633,3.684383,1.205444
-0.351526,2.483593,3.684456,1.216553
-0.351489,2.483610,3.684429,1.227661
-0.351503,2.483635,3.684479,1.238770
-0.351440,2.483623,3.684398,1.249878
-0.351440,2.483621,3.684390,1.260986
-0.351495,2.483603,3.684356,1.272095
-0.351510,2.483601,3.684375,1.283203
-0.351526,2.483591,3.684384,1.294312
-0.351505,2.483615,3.684375,1.305420
-0.351576,2.483436,3.684438,1.316528
-0.351533,2.483512,3.684494,1.327637
-0.351224,2.483413,3.684176,1.338745
-0.351241,2.483532,3.683999,1.349854
-0.351212,2.483527,3.683969,1.360962
-0.351106,2.483477,3.683888,1.372070
-0.351147,2.483470,3.683881,1.383179
-0.351198,2.483587,3.683845,1.394287
-0.351097,2.483464,3.683800,1.405518
-0.351118,2.483480,3.683679,1.416626
-0.351214,2.483602,3.683721,1.427734
-0.351030,2.483466,3.683633,1.438843
-0.351130,2.483516,3.683612,1.449951
-0.351188,2.483471,3.683756,1.461060
-0.351298,2.483405,3.683824,1.472168
-0.351200,2.483366,3.683702,1.483276
-0.351459,2.483370,3.684188,1.494385
-0.351568,2.483566,3.684583,1.505493
-0.351376,2.483462,3.684376,1.516602
-0.351393,2.483465,3.684420,1.527710
-0.351643,2.483306,3.684479,1.538818
-0.351735,2.483297,3.684631,1.549927
-0.351692,2.483602,3.684676,1.561035
-0.351639,2.483523,3.684677,1.572144
-0.351860,2.483384,3.685133,1.583252
-0.351980,2.483334,3.685193,1.594360
-0.351927,2.483474,3.684941,1.605469
-0.351973,2.483474,3.684995,1.616577
-0.352171,2.483263,3.685363,1.627686
-0.352274,2.483160,3.685655,1.638794
-0.352144,2.483369,3.685203,1.649902
-0.352180,2.483368,3.685331,1.661011
-0.352049,2.483262,3.685019,1.672119
-0.352084,2.483244,3.685062,1.683228
-0.351766,2.483194,3.684745,1.694336
-0.351693,2.483283,3.684436,1.705444
-0.351605,2.483242,3.684480,1.716553
-0.351528,2.483213,3.684352,1.727661
-0.351700,2.483465,3.684594,1.738770
-0.351656,2.483516,3.684489,1.749878
-0.351705,2.483727,3.684783,1.760986
-0.351775,2.483348,3.684769,1.772095
-0.351679,2.483400,3.684516,1.783203
-0.351670,2.483299,3.684546,1.794312
-0.351889,2.483607,3.684753,1.805420
-0.351630,2.483414,3.684229,1.816528
-0.351631,2.483427,3.684211,1.827637
-0.351674,2.483552,3.684635,1.838745
-0.351555,2.483367,3.684514,1.849854
-0.351742,2.483505,3.684727,1.860962
-0.351790,2.483289,3.684740,1.872070
-0.351848,2.483406,3.684797,1.883179
-0.351860,2.483031,3.684784,1.894287
-0.351650,2.483057,3.684558,1.905518
-0.351970,2.483118,3.684983,1.916626
-0.351900,2.482980,3.685062,1.927734
-0.351934,2.482944,3.685121,1.938843
-0.351729,2.483000,3.684776,1.949951
-0.352138,2.483039,3.685306,1.961060
-0.351971,2.482966,3.685019,1.972168
-0.352214,2.482888,3.685336,1.983276
-0.352129,2.482788,3.685176,1.994385
-0.352186,2.482854,3.684984,2.005493
-0.352175,2.482905,3.685385,2.016602
-0.352214,2.482895,3.685465,2.027710
-0.352272,2.482865,3.685724,2.038818
-0.352360,2.482706,3.685763,2.049927
-0.352247,2.482835,3.685634,2.061035
-0.352290,2.482903,3.685707,2.072144
-0.352284,2.482770,3.685835,2.083252
-0.352297,2.482756,3.685927,2.094360
-0.352016,2.482906,3.685181,2.105469
-0.352004,2.482898,3.685212,2.116577
-0.352044,2.482764,3.685184,2.127686
-0.352054,2.482767,3.685286,2.138794
-0.352059,2.482751,3.685315,2.149902
-0.352082,2.482767,3.685338,2.161011
-0.351791,2.482880,3.684788,2.172119
-0.351624,2.482908,3.684528,2.183228
-0.351618,2.482896,3.684492,2.194336
-0.351463,2.482998,3.684463,2.205444
-0.351846,2.483020,3.684786,2.216553
-0.351769,2.482957,3.684859,2.227661
-0.352107,2.483000,3.685034,2.238770
-0.352023,2.482909,3.685165,2.249878
-0.352216,2.482855,3.685223,2.260986
-0.352280,2.482845,3.685263,2.272095
-0.352222,2.482629,3.685456,2.283203
-0.352260,2.482601,3.685503,2.294312
-0.352022,2.482512,3.684978,2.305420
-0.352038,2.482491,3.684968,2.316528
-0.351549,2.482539,3.684514,2.327637
-0.352204,2.482706,3.685168,2.338745
-0.351626,2.482828,3.684671,2.349854
-0.352289,2.482856,3.685174,2.360962
-0.351721,2.482898,3.684801,2.372070
-0.352315,2.482872,3.685211,2.383179
-0.351769,2.482922,3.684841,2.394287
-0.352106,2.482741,3.685492,2.405518
-0.351776,2.482909,3.685091,2.416626
-0.352043,2.482759,3.685302,2.427734
-0.352163,2.482755,3.685209,2.438843
-0.352190,2.482760,3.685243,2.449951
-0.351814,2.482730,3.685094,2.461060
-0.351412,2.482936,3.684554,2.472168
-0.351752,2.482564,3.684693,2.483276
-0.351650,2.482557,3.684569,2.494385
-0.351660,2.482317,3.684536,2.505493
-0.351645,2.482243,3.684492,2.516602
-0.351556,2.482193,3.684542,2.527710
-0.351555,2.482153,3.684508,2.538818
-0.351576,2.482137,3.684525,2.549927
-0.351620,2.482159,3.684564,2.561035
-0.351611,2.482154,3.684583,2.572144
-0.351561,2.482083,3.684466,2.583252
-0.351558,2.482070,3.684513,2.594360
-0.351495,2.482102,3.684452,2.605469
-0.351412,2.482106,3.684375,2.616577
-0.351406,2.482121,3.684352,2.627686
-0.351095,2.482069,3.684009,2.638794
-0.351200,2.482075,3.684067,2.649902
-0.350829,2.481963,3.683744,2.661011
-0.350749,2.481951,3.683671,2.672119
-0.351199,2.481893,3.684074,2.683228
-0.351147,2.481997,3.683861,2.694336
-0.351648,2.481673,3.684483,2.705444
-0.351667,2.481638,3.684493,2.716553
-0.351649,2.481763,3.684478,2.727661
-0.351559,2.481231,3.684419,2.738770
-0.351559,2.481147,3.684424,2.749878
-0.351294,2.481739,3.684530,2.760986
-0.351263,2.481730,3.684544,2.772095
-0.351946,2.481620,3.685053,2.783203
-0.351675,2.481677,3.684592,2.794312
-0.351914,2.481076,3.684896,2.805420
-0.352200,2.481163,3.685719,2.816528
-0.352339,2.481237,3.685717,2.827637
-0.352426,2.481166,3.685878,2.838745
-0.351871,2.481251,3.685523,2.849854
-0.351455,2.481494,3.684704,2.860962
-0.351421,2.481468,3.684699,2.872070
-0.351310,2.481405,3.684396,2.883179
-0.351217,2.481668,3.684064,2.894287
-0.351224,2.481641,3.684149,2.905518
-0.351052,2.481702,3.683925,2.916626
-0.351426,2.481780,3.684165,2.927734
-0.351612,2.481829,3.684435,2.938843
-0.351683,2.481756,3.684481,2.949951
-0.351558,2.481663,3.684512,2.961060
-0.351342,2.481734,3.684321,2.972168
-0.351503,2.481443,3.684378,2.983276
-0.351399,2.481423,3.684059,2.994385
-0.351459,2.481332,3.684191,3.005493
-0.351472,2.481302,3.684167,3.016602
-0.351844,2.481220,3.684636,3.027710
-0.351897,2.481106,3.684665,3.038818
-0.351828,2.481222,3.685010,3.049927
-0.351958,2.481207,3.685208,3.061035
-0.351960,2.481226,3.685031,3.072144
-0.351625,2.481140,3.685016,3.083252
-0.351562,2.481053,3.684676,3.094360
-0.351546,2.481030,3.684685,3.105469
-0.351666,2.481123,3.684598,3.116577
-0.351647,2.481105,3.684536,3.127686
-0.351602,2.481087,3.684513,3.138794
-0.351535,2.480847,3.684371,3.149902
-0.351551,2.480784,3.684433,3.161011
-0.351429,2.480771,3.684402,3.172119
-0.351426,2.480715,3.684388,3.183228
-0.351416,2.480816,3.684402,3.194336
-0.351445,2.480736,3.684457,3.205444
-0.351456,2.480735,3.684409,3.216553
-0.351431,2.480703,3.684390,3.227661
-0.351442,2.480524,3.684346,3.238770
-0.351443,2.480492,3.684309,3.249878
-0.351463,2.480458,3.684373,3.260986
-0.351532,2.480452,3.684514,3.272095
-0.351563,2.480411,3.684522,3.283203
-0.351622,2.480259,3.684717,3.294312
-0.351618,2.480215,3.684729,3.305420
-0.351750,2.480170,3.684744,3.316528
-0.351781,2.480128,3.684771,3.327637
-0.352034,2.480087,3.684958,3.338745
-0.352111,2.479981,3.684955,3.349854
-0.352007,2.479735,3.684861,3.360962
-0.351977,2.480005,3.685053,3.372070
-0.351925,2.480012,3.684844,3.383179
-0.352042,2.480020,3.685175,3.394287
-0.351980,2.480052,3.684949,3.405518
-0.352115,2.479920,3.685264,3.416626
-0.352071,2.479926,3.684986,3.427734
-0.351927,2.479834,3.684957,3.438843
-0.351922,2.479843,3.684984,3.449951
-0.351858,2.479830,3.684981,3.461060
-0.351842,2.479710,3.685094,3.472168
-0.351770,2.479795,3.684924,3.483276
-0.351753,2.479842,3.684994,3.494385
-0.351758,2.479652,3.684864,3.505493
-0.351801,2.479669,3.685055,3.516602
-0.351761,2.479647,3.684876,3.527710
-0.351787,2.479793,3.684940,3.538818
-0.351867,2.479805,3.685031,3.549927
-0.351881,2.479804,3.685058,3.561035
-0.351932,2.479591,3.684952,3.572144
-0.351932,2.479583,3.684896,3.583252
-0.351665,2.479503,3.684640,3.594360
-0.351680,2.479369,3.684618,3.605469
-0.351537,2.479511,3.684543,3.616577
-0.351444,2.479315,3.684372,3.627686
-0.351676,2.479416,3.684653,3.638794
-0.351779,2.479295,3.684833,3.649902
-0.351814,2.479129,3.684739,3.661011
-0.351796,2.479145,3.684912,3.672119
-0.351772,2.479142,3.684868,3.683228
-0.351781,2.478976,3.684977,3.694336
-0.351772,2.478925,3.684922,3.705444
-0.351675,2.478955,3.684884,3.716553
-0.351680,2.478957,3.684923,3.727661
-0.351604,2.479133,3.684792,3.738770
-0.351592,2.478838,3.684788,3.749878
-0.351582,2.478810,3.684787,3.760986
-0.351522,2.478847,3.684730,3.772095
-0.351574,2.478580,3.684662,3.783203
-0.351657,2.478695,3.684813,3.794312
-0.351656,2.478672,3.684714,3.805420
-0.351411,2.478753,3.684553,3.816528
-0.351428,2.478600,3.684505,3.827637
-0.351420,2.478648,3.684595,3.838745
-0.351399,2.478262,3.684349,3.849854
-0.351404,2.478162,3.684448,3.860962
-0.351429,2.477924,3.684409,3.872070
-0.351426,2.477935,3.684327,3.883179
-0.351404,2.477865,3.684326,3.894287
-0.351499,2.477834,3.684473,3.905518
-0.351488,2.477885,3.684461,3.916626
-0.351538,2.477818,3.684512,3.927734
-0.351538,2.477753,3.684529,3.938843
-0.351526,2.477821,3.684606,3.949951
-0.351221,2.477605,3.684240,3.961060
-0.351145,2.477597,3.684269,3.972168
-0.351063,2.477488,3.684067,3.983276
-0.350991,2.477555,3.684052,3.994385
-0.351000,2.477325,3.683979,4.005493
-0.351008,2.477195,3.684136,4.016602
-0.351008,2.477195,3.684136,4.027710
-0.351087,2.477068,3.684286,4.038818
-0.351076,2.476995,3.684278,4.049927
-0.350935,2.477276,3.684332,4.061035
-0.350724,2.477085,3.683617,4.072144
-0.350604,2.477206,3.683577,4.083252
-0.350484,2.476940,3.683321,4.094360
-0.350849,2.477196,3.683524,4.105469
-0.351003,2.477144,3.683542,4.116577
-0.350978,2.477045,3.683589,4.127686
-0.351179,2.476675,3.683815,4.138794
-0.351210,2.476750,3.683777,4.149902
-0.351227,2.476686,3.683754,4.161011
-0.351346,2.476426,3.684218,4.172119
-0.351362,2.476566,3.684225,4.183228
-0.351382,2.476502,3.684264,4.194336
-0.351309,2.476264,3.684237,4.205444
-0.351414,2.476427,3.684302,4.216553
-0.351108,2.476359,3.684142,4.227661
-0.351194,2.476329,3.684134,4.238770
-0.351281,2.476326,3.684199,4.249878
-0.351255,2.476323,3.684227,4.260986
-0.351391,2.476220,3.684271,4.272095
-0.351418,2.476162,3.684274,4.283203
-0.351180,2.476053,3.684075,4.294312
-0.351233,2.475894,3.684053,4.305420
-0.351090,2.475930,3.683721,4.316528
-0.351092,2.475933,3.683635,4.327637
-0.351056,2.475954,3.683625,4.338745
-0.351191,2.475864,3.683874,4.349854
-0.350822,2.475728,3.683475,4.360962
-0.350616,2.475752,3.683024,4.372070
-0.350810,2.475751,3.683462,4.383179
-0.350712,2.475698,3.683357,4.394287
-0.350892,2.475537,3.683686,4.405518
-0.350941,2.475415,3.683767,4.416626
-0.351057,2.475305,3.683894,4.427734
-0.351243,2.475206,3.684155,4.438843
-0.351230,2.474939,3.684134,4.449951
-0.351171,2.475123,3.684223,4.461060
-0.351089,2.474847,3.683991,4.472168
-0.351031,2.474955,3.684028,4.483276
-0.350990,2.474814,3.683680,4.494385
-0.350990,2.474858,3.683625,4.505493
-0.350996,2.474860,3.683775,4.516602
-0.351273,2.474750,3.684008,4.527710
-0.351289,2.474637,3.683951,4.538818
-0.351237,2.474555,3.683897,4.549927
-0.351256,2.474450,3.684012,4.561035
-0.351276,2.474375,3.684005,4.572144
-0.351153,2.474491,3.683967,4.583252
-0.351158,2.474304,3.683984,4.594360
-0.351207,2.474278,3.683947,4.605469
